unix_ts,real_ts,HR,Ax,Ay,Az
1472652604,2016/08/31-23:10:04,110,-16.65404510498047,-2.5363922119140625,2.304288148880005
1472652605,2016/08/31-23:10:05,109,-12.112468719482422,-7.740781307220459,4.060619831085205
1472652606,2016/08/31-23:10:06,107,-11.34676456451416,-4.955535888671875,9.183652877807617
1472652607,2016/08/31-23:10:07,106,-9.899106979370117,-4.457828521728516,5.4556355476379395
1472652608,2016/08/31-23:10:08,104,-8.628519058227539,-6.32662296295166,4.311866760253906
1472652609,2016/08/31-23:10:09,103,-9.501898765563965,-5.639883518218994,2.6153552532196045
1472652610,2016/08/31-23:10:10,103,-5.044069766998291,-3.730410575866699,9.664610862731934
1472652611,2016/08/31-23:10:11,102,-8.34855842590332,-3.493520975112915,5.402993679046631
1472652612,2016/08/31-23:10:12,102,-9.657432556152344,0.9020940661430359,1.9118653535842896
1472652613,2016/08/31-23:10:13,101,-0.09571290016174316,-4.264009952545166,7.549355506896973
1472652614,2016/08/31-23:10:14,101,0.519242525100708,-5.706881999969482,7.556533336639404
1472652615,2016/08/31-23:10:15,102,0.031106693670153618,-4.809573650360107,8.401200294494629
1472652616,2016/08/31-23:10:16,102,0.3517449200153351,-2.311466693878174,9.506684303283691
1472652617,2016/08/31-23:10:17,101,0.2967100143432617,-2.5531415939331055,9.702895164489746
1472652618,2016/08/31-23:10:18,101,0.4905286431312561,-3.0484561920166016,9.293723106384277
1472652619,2016/08/31-23:10:19,100,0.8805587291717529,-3.232703685760498,9.059226989746094
1472652620,2016/08/31-23:10:20,100,0.8111668825149536,-3.3092737197875977,8.511269569396973
1472652621,2016/08/31-23:10:21,100,1.038485050201416,-3.2135608196258545,9.174081802368164
1472652622,2016/08/31-23:10:22,100,1.6654045581817627,-3.2039895057678223,8.587841033935547
1472652623,2016/08/31-23:10:23,100,0.8398807048797607,-3.266202926635742,9.394222259521484
1472652624,2016/08/31-23:10:24,99,0.430708110332489,-4.950750350952148,8.528019905090332
1472652625,2016/08/31-23:10:25,99,0.12681959569454193,-2.761317014694214,9.92542839050293
1472652626,2016/08/31-23:10:26,98,0.5312066078186035,-2.311466693878174,9.856036186218262
1472652627,2016/08/31-23:10:27,97,0.8207381367683411,-3.1968109607696533,9.06879711151123
1472652628,2016/08/31-23:10:28,96,0.8685945868492126,-4.309473514556885,8.628519058227539
1472652629,2016/08/31-23:10:29,94,-3.8596229553222656,-0.7896314859390259,8.109275817871094
1472652630,2016/08/31-23:10:30,94,-6.429513931274414,2.069791555404663,6.963113307952881
1472652631,2016/08/31-23:10:31,94,-1.3280165195465088,-5.335994720458984,7.618747234344482
1472652632,2016/08/31-23:10:32,94,1.0480562448501587,-5.402993679046631,8.080562591552734
1472652633,2016/08/31-23:10:33,95,0.5288137793540955,-5.252245903015137,8.305487632751465
1472652634,2016/08/31-23:10:34,94,0.5934200286865234,-5.125426292419434,8.243274688720703
1472652635,2016/08/31-23:10:35,93,0.6795615553855896,-5.170889854431152,8.271987915039062
1472652636,2016/08/31-23:10:36,91,0.7154539823532104,-5.14456844329834,8.207381248474121
1472652637,2016/08/31-23:10:37,90,0.5742774605751038,-5.292923927307129,8.228917121887207
1472652638,2016/08/31-23:10:38,90,0.5814558863639832,-5.257031440734863,8.173882484436035
1472652639,2016/08/31-23:10:39,88,0.906879723072052,-3.9361932277679443,8.949156761169434
1472652640,2016/08/31-23:10:40,87,0.9571290016174316,-4.086941242218018,8.748159408569336
1472652641,2016/08/31-23:10:41,86,1.0887343883514404,-4.29033088684082,8.630911827087402
1472652642,2016/08/31-23:10:42,86,1.2179466485977173,-4.070191383361816,8.815157890319824
1472652643,2016/08/31-23:10:43,86,1.1581261157989502,-4.0079779624938965,8.827122688293457
1472652644,2016/08/31-23:10:44,86,1.1389836072921753,-4.177868366241455,8.738588333129883
1472652645,2016/08/31-23:10:45,85,1.2011969089508057,-4.206582069396973,8.784051895141602
1472652646,2016/08/31-23:10:46,85,1.2586246728897095,-4.390829563140869,8.702695846557617
1472652647,2016/08/31-23:10:47,84,1.3399806022644043,-4.493720531463623,8.561518669128418
1472652648,2016/08/31-23:10:48,77,1.373480200767517,-4.543970108032227,8.47298526763916
1472652649,2016/08/31-23:10:49,76,1.3543376922607422,-4.201796531677246,8.788837432861328
1472652650,2016/08/31-23:10:50,76,1.289731502532959,-4.4027934074401855,8.60459041595459
1472652651,2016/08/31-23:10:51,75,1.2562319040298462,-4.122833251953125,8.827122688293457
1472652652,2016/08/31-23:10:52,74,1.2538390159606934,-3.895515203475952,8.788837432861328
1472652653,2016/08/31-23:10:53,73,1.129412293434143,-3.9218363761901855,8.745766639709473
1472652654,2016/08/31-23:10:54,73,1.117448091506958,-4.170689582824707,8.827122688293457
1472652655,2016/08/31-23:10:55,72,1.3208380937576294,-4.082155227661133,8.731410026550293
1472652656,2016/08/31-23:10:56,71,1.2586246728897095,-4.01754903793335,8.745766639709473
1472652657,2016/08/31-23:10:57,71,1.3088740110397339,-4.098905563354492,8.760124206542969
1472652658,2016/08/31-23:10:58,71,1.2586246728897095,-4.146761417388916,8.772088050842285
1472652659,2016/08/31-23:10:59,71,1.2849457263946533,-4.086941242218018,8.702695846557617
1472652660,2016/08/31-23:11:00,70,1.2993026971817017,-4.139583110809326,8.673982620239258
1472652661,2016/08/31-23:11:01,70,1.2418749332427979,-4.058227062225342,8.83669376373291
1472652662,2016/08/31-23:11:02,69,1.3136597871780396,-4.046263217926025,8.764908790588379
1472652663,2016/08/31-23:11:03,69,1.3830513954162598,-4.036691665649414,8.807979583740234
1472652664,2016/08/31-23:11:04,69,1.3902300596237183,-4.125226020812988,8.585447311401367
1472652665,2016/08/31-23:11:05,70,1.392622709274292,-4.101297855377197,8.700303077697754
1472652666,2016/08/31-23:11:06,70,1.3782659769058228,-4.1347975730896,8.700303077697754
1472652667,2016/08/31-23:11:07,70,1.392622709274292,-4.043870449066162,8.745766639709473
1472652668,2016/08/31-23:11:08,71,1.4141581058502197,-4.074976921081543,8.71466064453125
1472652669,2016/08/31-23:11:09,71,1.3639088869094849,-4.077369689941406,8.772088050842285
1472652670,2016/08/31-23:11:10,71,1.356730580329895,-4.0247273445129395,8.729016304016113
1472652671,2016/08/31-23:11:11,72,1.3830513954162598,-3.9361932277679443,8.774479866027832
1472652672,2016/08/31-23:11:12,72,1.3280165195465088,-3.9529430866241455,8.791230201721191
1472652673,2016/08/31-23:11:13,73,1.459621787071228,-3.9529430866241455,8.769694328308105
1472652674,2016/08/31-23:11:14,73,1.4141581058502197,-3.9218363761901855,8.731410026550293
1472652675,2016/08/31-23:11:15,73,1.2801601886749268,-4.199403762817383,8.688338279724121
1472652676,2016/08/31-23:11:16,73,-3.579662799835205,-3.823730707168579,7.692924976348877
1472652677,2016/08/31-23:11:17,73,-9.229117393493652,0.4019941985607147,3.4169507026672363
1472652678,2016/08/31-23:11:18,74,-1.9740787744522095,-3.3547375202178955,9.028119087219238
1472652679,2016/08/31-23:11:19,74,2.5746772289276123,-1.2873386144638062,9.678967475891113
1472652680,2016/08/31-23:11:20,75,1.423729419708252,-10.63848876953125,0.02392822504043579
1472652681,2016/08/31-23:11:21,75,2.5818557739257812,-6.668797016143799,-6.8554368019104
1472652682,2016/08/31-23:11:22,75,2.2372891902923584,-8.791230201721191,-0.6245267391204834
1472652683,2016/08/31-23:11:23,76,1.954936146736145,-9.540184020996094,-1.887937068939209
1472652684,2016/08/31-23:11:24,78,3.4648072719573975,-6.142375946044922,-5.402993679046631
1472652685,2016/08/31-23:11:25,77,-3.452842950820923,-8.571090698242188,-2.5986053943634033
1472652686,2016/08/31-23:11:26,78,-2.8761727809906006,-10.186245918273926,-1.7850456237792969
1472652687,2016/08/31-23:11:27,79,-2.280359983444214,-11.708081245422363,-1.8448662757873535
1472652688,2016/08/31-23:11:28,80,-0.5958128571510315,-8.831908226013184,-4.216153621673584
1472652689,2016/08/31-23:11:29,80,0.5982056856155396,-8.233702659606934,-6.044269561767578
1472652690,2016/08/31-23:11:30,81,-1.0408778190612793,-7.259823799133301,-8.556733131408691
1472652691,2016/08/31-23:11:31,81,2.5459630489349365,-5.472385883331299,6.180660724639893
1472652692,2016/08/31-23:11:32,81,2.912065029144287,-6.1328043937683105,6.955935001373291
1472652693,2016/08/31-23:11:33,81,3.981656789779663,-4.931607723236084,8.578269004821777
1472652694,2016/08/31-23:11:34,81,-0.20578275620937347,-3.900300979614258,8.669197082519531
1472652695,2016/08/31-23:11:35,82,-1.0145567655563354,-3.972085475921631,8.941977500915527
1472652696,2016/08/31-23:11:36,83,-0.6436693072319031,-1.196411371231079,9.250652313232422
1472652697,2016/08/31-23:11:37,83,-0.916451096534729,2.311466693878174,10.679167747497559
1472652698,2016/08/31-23:11:38,83,-1.2299107313156128,-0.4043869972229004,9.678967475891113
1472652699,2016/08/31-23:11:39,83,-1.3375877141952515,-0.8350951075553894,9.66939640045166
1472652700,2016/08/31-23:11:40,83,-1.2538390159606934,-1.098305583000183,9.671788215637207
1472652701,2016/08/31-23:11:41,82,-1.3040882349014282,-1.234696388244629,9.681360244750977
1472652702,2016/08/31-23:11:42,82,-1.3830513954162598,-1.1988041400909424,9.580862045288086
1472652703,2016/08/31-23:11:43,81,-1.361515998840332,-1.1365907192230225,9.523433685302734
1472652704,2016/08/31-23:11:44,80,-1.3375877141952515,-1.2299107313156128,9.566505432128906
1472652705,2016/08/31-23:11:45,79,-1.4141581058502197,-1.1772687435150146,9.559326171875
1472652706,2016/08/31-23:11:46,79,-1.5314064025878906,-1.117448091506958,9.540184020996094
1472652707,2016/08/31-23:11:47,78,-1.4644075632095337,-1.1365907192230225,9.571290969848633
1472652708,2016/08/31-23:11:48,78,-1.4524433612823486,-1.2035897970199585,9.525827407836914
1472652709,2016/08/31-23:11:49,78,-1.3878371715545654,-1.1365907192230225,9.542576789855957
1472652710,2016/08/31-23:11:50,77,-1.4835500717163086,-1.0671988725662231,9.473184585571289
1472652711,2016/08/31-23:11:51,78,-1.4715858697891235,-1.0839486122131348,9.604789733886719
1472652712,2016/08/31-23:11:52,78,-1.4763716459274292,-1.0360921621322632,9.535398483276367
1472652713,2016/08/31-23:11:53,78,-1.459621787071228,-1.105484127998352,9.588040351867676
1472652714,2016/08/31-23:11:54,78,-1.4668002128601074,-1.0719845294952393,9.626325607299805
1472652715,2016/08/31-23:11:55,78,-1.509871006011963,-1.0432707071304321,9.559326171875
1472652716,2016/08/31-23:11:56,78,-1.4261221885681152,-0.9499505758285522,9.521041870117188
1472652717,2016/08/31-23:11:57,79,-1.557727575302124,-1.0001999139785767,9.667003631591797
1472652718,2016/08/31-23:11:58,79,-1.442872166633606,-0.9499505758285522,9.55214786529541
1472652719,2016/08/31-23:11:59,79,-1.4668002128601074,-0.9906285405158997,9.590433120727539
1472652720,2016/08/31-23:12:00,79,-1.423729419708252,-0.9499505758285522,9.542576789855957
1472652721,2016/08/31-23:12:01,80,-1.4739787578582764,-0.9308080077171326,9.573683738708496
1472652722,2016/08/31-23:12:02,79,-1.5026925802230835,-0.9451649785041809,9.607183456420898
1472652723,2016/08/31-23:12:03,79,-1.4380863904953003,-1.1461620330810547,9.554540634155273
1472652724,2016/08/31-23:12:04,79,-1.435693621635437,-1.124626636505127,9.580862045288086
1472652725,2016/08/31-23:12:05,78,-1.423729419708252,-1.0169496536254883,9.621540069580078
1472652726,2016/08/31-23:12:06,78,-1.5649060010910034,-1.0049854516983032,9.633503913879395
1472652727,2016/08/31-23:12:07,78,-1.5314064025878906,-0.8997013568878174,9.547362327575684
1472652728,2016/08/31-23:12:08,78,-1.4093725681304932,-1.0289137363433838,9.626325607299805
1472652729,2016/08/31-23:12:09,78,-1.4931212663650513,-0.8925228118896484,9.647860527038574
1472652730,2016/08/31-23:12:10,78,-1.0145567655563354,-7.57806921005249,5.773881435394287
1472652731,2016/08/31-23:12:11,79,-0.97148597240448,-7.872386455535889,5.716453552246094
1472652732,2016/08/31-23:12:12,79,-1.2059825658798218,-0.5670989155769348,9.528220176696777
1472688962,2016/09/01-09:16:02,0,-0.8231310248374939,5.01296329498291,13.067204475402832
1472688963,2016/09/01-09:16:03,0,0.39481574296951294,-17.417356491088867,4.381258487701416
1472688964,2016/09/01-09:16:04,0,3.565305471420288,-11.454442024230957,-6.159125804901123
1472688965,2016/09/01-09:16:05,0,0.4259224236011505,-12.112468719482422,8.575876235961914
1472688966,2016/09/01-09:16:06,0,2.6775684356689453,-8.848658561706543,7.867600917816162
1472688967,2016/09/01-09:16:07,0,0.607776939868927,-10.662418365478516,-2.289931058883667
1472688968,2016/09/01-09:16:08,0,1.935793399810791,-12.516854286193848,-1.660618782043457
1472688969,2016/09/01-09:16:09,0,4.3381876945495605,-11.499905586242676,-3.421736478805542
1472688970,2016/09/01-09:16:10,0,4.328616142272949,-7.865207672119141,1.765903115272522
1472688971,2016/09/01-09:16:11,0,-0.607776939868927,2.995814085006714,12.918848991394043
1472688972,2016/09/01-09:16:12,0,5.529813289642334,-0.3613162040710449,9.80100154876709
1472688973,2016/09/01-09:16:13,0,2.5746772289276123,0.9092726111412048,12.624531745910645
1472688974,2016/09/01-09:16:14,99,1.6414762735366821,0.5168496966362,11.863614082336426
1472688975,2016/09/01-09:16:15,99,-9.013763427734375,-0.9116654396057129,2.550748825073242
1472688976,2016/09/01-09:16:16,99,-8.468198776245117,-1.1748759746551514,2.9527432918548584
1472688977,2016/09/01-09:16:17,100,-9.872786521911621,-0.5982056856155396,3.0556347370147705
1472688978,2016/09/01-09:16:18,101,1.2538390159606934,-3.4025940895080566,0.2799602448940277
1472688979,2016/09/01-09:16:19,103,1.2705888748168945,-5.326423168182373,-0.4546363055706024
1472688980,2016/09/01-09:16:20,102,0.6556334495544434,-5.91505765914917,-0.552742063999176
1472688981,2016/09/01-09:16:21,103,0.4259224236011505,-7.692924976348877,-1.8592231273651123
1472688982,2016/09/01-09:16:22,102,0.06699903309345245,-7.951349258422852,-2.1415762901306152
1472688983,2016/09/01-09:16:23,103,1.6007983684539795,-14.060226440429688,-5.032106399536133
1472688984,2016/09/01-09:16:24,104,0.6340980529785156,-1.356730580329895,9.399007797241211
1472688985,2016/09/01-09:16:25,105,0.9332008361816406,-11.085947036743164,-1.6127625703811646
1472688986,2016/09/01-09:16:26,105,2.476571559906006,-10.451848983764648,-1.3399806022644043
1472688987,2016/09/01-09:16:27,105,2.304288148880005,-8.324630737304688,-0.1746760606765747
1472688988,2016/09/01-09:16:28,105,2.579463005065918,-6.795616626739502,-0.18185453116893768
1472688989,2016/09/01-09:16:29,105,2.5818557739257812,-6.6520466804504395,0.4378865361213684
1472688990,2016/09/01-09:16:30,106,1.864008903503418,-7.776673316955566,0.5838487148284912
1472688991,2016/09/01-09:16:31,105,2.7493534088134766,-10.753345489501953,-0.11485548317432404
1472688992,2016/09/01-09:16:32,105,3.029313325881958,-10.205389022827148,-0.7824530005455017
1472688993,2016/09/01-09:16:33,104,2.967100143432617,-12.2799654006958,-1.3495519161224365
1472688994,2016/09/01-09:16:34,104,4.697111129760742,-10.174281120300293,-0.7680960297584534
1472688995,2016/09/01-09:16:35,105,3.2542388439178467,-8.104490280151367,0.17228324711322784
1472688996,2016/09/01-09:16:36,104,1.7539390325546265,-7.003791332244873,-1.2083754539489746
1472688997,2016/09/01-09:16:37,103,2.2851457595825195,-9.734003067016602,-2.8211379051208496
1472688998,2016/09/01-09:16:38,104,3.208775281906128,-10.475777626037598,-4.560719966888428
1472688999,2016/09/01-09:16:39,105,4.661218643188477,-11.124231338500977,-2.392822742462158
1472689000,2016/09/01-09:16:40,104,3.8763725757598877,-8.793622970581055,-0.11724831163883209
1472689001,2016/09/01-09:16:41,103,3.517449140548706,-6.496513843536377,-0.07178468257188797
1472689002,2016/09/01-09:16:42,104,2.8737800121307373,-6.943971633911133,-0.787238597869873
1472689003,2016/09/01-09:16:43,103,0.7010970115661621,-8.748159408569336,-1.105484127998352
1472689004,2016/09/01-09:16:44,102,1.9166508913040161,-9.7938232421875,-0.9547362923622131
1472689005,2016/09/01-09:16:45,102,4.35254430770874,-8.501699447631836,-0.8853443264961243
1472689006,2016/09/01-09:16:46,103,3.6945178508758545,-8.257630348205566,-1.521835207939148
1472689007,2016/09/01-09:16:47,102,2.4287149906158447,-6.063412666320801,-1.4787644147872925
1472689008,2016/09/01-09:16:48,101,2.2947168350219727,-2.7804601192474365,4.6301116943359375
1472689009,2016/09/01-09:16:49,102,2.1439690589904785,-7.420143127441406,0.24646073579788208
1472689010,2016/09/01-09:16:50,101,0.6604190468788147,-8.788837432861328,-2.775674343109131
1472689011,2016/09/01-09:16:51,101,1.6247265338897705,-8.037490844726562,-2.691925525665283
1472689012,2016/09/01-09:16:52,102,3.187239646911621,-10.40877914428711,-2.328216552734375
1472689013,2016/09/01-09:16:53,101,2.7732813358306885,-11.062018394470215,-3.4887356758117676
1472689014,2016/09/01-09:16:54,102,2.242074966430664,-11.12901782989502,-3.184847116470337
1472689015,2016/09/01-09:16:55,103,2.885744333267212,-11.387442588806152,-5.589633941650391
1472689016,2016/09/01-09:16:56,103,1.112662434577942,-7.963313579559326,-3.675375461578369
1472689017,2016/09/01-09:16:57,104,1.7084753513336182,-8.209774017333984,-2.5196423530578613
1472689018,2016/09/01-09:16:58,104,1.4452648162841797,-8.82233715057373,-2.926422357559204
1472689019,2016/09/01-09:16:59,105,1.1365907192230225,-9.291330337524414,-1.7874385118484497
1472689020,2016/09/01-09:17:00,106,0.38285160064697266,-8.994620323181152,-1.9286150932312012
1472689021,2016/09/01-09:17:01,107,1.529013752937317,-12.256037712097168,-4.022334575653076
1472689022,2016/09/01-09:17:02,108,2.4981069564819336,-13.009777069091797,-3.053241729736328
1472689023,2016/09/01-09:17:03,107,1.0121639966964722,-8.47059154510498,-2.431107759475708
1472689024,2016/09/01-09:17:04,106,4.086941242218018,-10.834701538085938,-2.8187451362609863
1472689025,2016/09/01-09:17:05,106,1.9645073413848877,-12.052647590637207,6.26440954208374
1472689026,2016/09/01-09:17:06,105,3.988835573196411,-8.24566650390625,7.994420051574707
1472689027,2016/09/01-09:17:07,105,2.1439690589904785,-9.678967475891113,9.09511947631836
1472689028,2016/09/01-09:17:08,104,-2.5148565769195557,-9.432506561279297,9.714859962463379
1472689029,2016/09/01-09:17:09,103,-11.842079162597656,-3.7495529651641846,3.6634113788604736
1472689030,2016/09/01-09:17:10,105,-10.832307815551758,-6.697510242462158,2.885744333267212
1472689031,2016/09/01-09:17:11,106,-10.564311981201172,-4.649254322052002,4.2137603759765625
1472689032,2016/09/01-09:17:12,107,-11.243873596191406,-3.4265220165252686,5.414957523345947
1472689033,2016/09/01-09:17:13,108,-11.547762870788574,-3.641876220703125,5.146961212158203
1472689034,2016/09/01-09:17:14,109,-14.44307804107666,-2.4287149906158447,4.778466701507568
1472689035,2016/09/01-09:17:15,111,-13.04088306427002,-6.113661766052246,6.166304588317871
1472689036,2016/09/01-09:17:16,111,-13.174880981445312,-3.7256247997283936,4.634897232055664
1472689037,2016/09/01-09:17:17,112,-10.715059280395508,-4.910072326660156,3.6155548095703125
1472689038,2016/09/01-09:17:18,113,-0.6604190468788147,2.0482561588287354,10.25802993774414
1472689039,2016/09/01-09:17:19,113,-11.327622413635254,-3.2781667709350586,5.3216376304626465
1472689040,2016/09/01-09:17:20,113,-11.45683479309082,-4.055834770202637,5.864808082580566
1472689041,2016/09/01-09:17:21,113,-10.396815299987793,-5.3216376304626465,3.2757742404937744
1472689042,2016/09/01-09:17:22,114,-1.5912269353866577,3.428915023803711,9.590433120727539
1472689043,2016/09/01-09:17:23,114,2.9838497638702393,-9.619147300720215,-2.9623143672943115
1472689044,2016/09/01-09:17:24,114,3.421736478805542,-8.12123966217041,-0.9092726111412048
1472689045,2016/09/01-09:17:25,114,2.407179594039917,-8.25284481048584,1.124626636505127
1472689046,2016/09/01-09:17:26,114,2.311466693878174,-7.929814338684082,-0.22971096634864807
1472689047,2016/09/01-09:17:27,114,2.3808584213256836,-6.087340831756592,-0.35413774847984314
1472689048,2016/09/01-09:17:28,115,0.6580261588096619,-7.877171993255615,-0.30149564146995544
1472689049,2016/09/01-09:17:29,115,1.5672988891601562,-10.779664993286133,-0.8087739944458008
1472689050,2016/09/01-09:17:30,114,1.710868239402771,-12.150753021240234,-0.5934200286865234
1472689051,2016/09/01-09:17:31,114,0.8374879360198975,-11.760723114013672,-0.607776939868927
1472689052,2016/09/01-09:17:32,114,4.469792366027832,-11.399406433105469,-1.9334007501602173
1472689053,2016/09/01-09:17:33,112,3.7495529651641846,-10.738987922668457,-0.6675975918769836
1472689054,2016/09/01-09:17:34,112,2.857030153274536,-8.3629150390625,-0.31824538111686707
1472689055,2016/09/01-09:17:35,112,2.5603203773498535,-6.9822564125061035,-0.17706887423992157
1472689056,2016/09/01-09:17:36,113,1.4500504732131958,-5.764309883117676,-1.9621145725250244
1472689057,2016/09/01-09:17:37,111,2.3473589420318604,-5.50349235534668,-1.9286150932312012
1472689058,2016/09/01-09:17:38,109,0.9882357716560364,-7.190432548522949,-2.115255117416382
1472689059,2016/09/01-09:17:39,110,1.9166508913040161,-7.470392227172852,-1.8927226066589355
1472689060,2016/09/01-09:17:40,110,1.3232309818267822,-8.061419486999512,-1.6797614097595215
1472689061,2016/09/01-09:17:41,110,3.814159393310547,-11.700902938842773,-3.4959137439727783
1472689062,2016/09/01-09:17:42,111,3.270988702774048,-9.626325607299805,0.05024927482008934
1472689063,2016/09/01-09:17:43,110,2.3018953800201416,-10.437491416931152,-0.0023928226437419653
1472689064,2016/09/01-09:17:44,110,4.752145767211914,-10.815558433532715,-0.42352959513664246
1472689065,2016/09/01-09:17:45,109,3.9290146827697754,-11.631510734558105,-0.38763725757598877
1472689066,2016/09/01-09:17:46,111,3.436093330383301,-11.277373313903809,-1.887937068939209
1472689067,2016/09/01-09:17:47,110,3.3619158267974854,-8.056633949279785,-0.14835500717163086
1472689068,2016/09/01-09:17:48,111,3.4672000408172607,-7.561319828033447,-1.5050854682922363
1472689069,2016/09/01-09:17:49,112,3.5294132232666016,-6.809973239898682,-1.356730580329895
1472689070,2016/09/01-09:17:50,112,3.4265220165252686,-5.996413230895996,-0.7776673436164856
1472689071,2016/09/01-09:17:51,113,3.524627923965454,-5.37188720703125,-0.9236294627189636
1472689072,2016/09/01-09:17:52,113,2.6153552532196045,-7.252645492553711,-0.20338992774486542
1472689073,2016/09/01-09:17:53,112,1.5649060010910034,-9.20997428894043,0.6939185857772827
1472689074,2016/09/01-09:17:54,112,3.06999135017395,-10.310672760009766,-0.8638089299201965
1472689075,2016/09/01-09:17:55,111,3.2781667709350586,-10.581062316894531,-0.5910272002220154
1472689076,2016/09/01-09:17:56,111,2.801995038986206,-9.475577354431152,-0.6436693072319031
1472689077,2016/09/01-09:17:57,110,4.101297855377197,-11.090733528137207,-1.1485549211502075
1472689078,2016/09/01-09:17:58,109,4.046263217926025,-10.97587776184082,-0.7082754969596863
1472689079,2016/09/01-09:17:59,109,4.876572608947754,-9.343972206115723,-0.16749757528305054
1472689080,2016/09/01-09:18:00,109,3.778266668319702,-7.049255847930908,-0.5407779216766357
1472689081,2016/09/01-09:18:01,109,3.9625141620635986,-8.073383331298828,-0.7202396392822266
1472689082,2016/09/01-09:18:02,110,3.572484016418457,-7.518248558044434,-0.4378865361213684
1472689083,2016/09/01-09:18:03,109,2.6943180561065674,-6.824329853057861,0.3349951505661011
1472689084,2016/09/01-09:18:04,109,2.6009981632232666,-6.666403770446777,-0.7585247755050659
1472689085,2016/09/01-09:18:05,108,2.9168508052825928,-6.5180487632751465,-0.3684946894645691
1472689086,2016/09/01-09:18:06,108,3.706482172012329,-6.580262184143066,-1.7994027137756348
1472689087,2016/09/01-09:18:07,107,5.2977094650268555,-10.28913688659668,-2.2157537937164307
1472689088,2016/09/01-09:18:08,106,4.448256969451904,-11.82054328918457,-1.529013752937317
1472689089,2016/09/01-09:18:09,105,5.173282146453857,-11.306086540222168,-0.8063812851905823
1472689090,2016/09/01-09:18:10,106,5.302494525909424,-10.442277908325195,-0.27038896083831787
1472689091,2016/09/01-09:18:11,107,3.6227335929870605,-8.193024635314941,-0.05024927482008934
1472689092,2016/09/01-09:18:12,106,4.505684852600098,-7.044469833374023,0.37088751792907715
1472689093,2016/09/01-09:18:13,105,2.933600425720215,-6.927221298217773,-0.6317051649093628
1472689094,2016/09/01-09:18:14,104,2.644068956375122,-6.192624568939209,-0.4091726541519165
1472689095,2016/09/01-09:18:15,105,1.4572290182113647,-8.676375389099121,-0.04307081177830696
1472689096,2016/09/01-09:18:16,106,2.2612173557281494,-9.920641899108887,-0.6436693072319031
1472689097,2016/09/01-09:18:17,108,2.691925525665283,-9.860822677612305,-0.3924228847026825
1472689098,2016/09/01-09:18:18,107,3.500699520111084,-12.985848426818848,-0.5120640397071838
1472689099,2016/09/01-09:18:19,106,4.78803825378418,-11.212766647338867,-0.24646073579788208
1472689100,2016/09/01-09:18:20,105,4.455435752868652,-10.53799057006836,-0.27278175950050354
1472689101,2016/09/01-09:18:21,104,4.735395908355713,-8.980262756347656,-0.662811815738678
1472689102,2016/09/01-09:18:22,105,3.0173492431640625,-13.799408912658691,-3.6466617584228516
1472689103,2016/09/01-09:18:23,106,0.8135597109794617,-2.5004994869232178,10.657631874084473
1472689104,2016/09/01-09:18:24,107,-6.458228588104248,-3.926621913909912,4.247260093688965
1472689105,2016/09/01-09:18:25,109,-4.5822553634643555,-6.6352972984313965,-0.3038884699344635
1472689106,2016/09/01-09:18:26,108,-2.926422357559204,-2.2564315795898438,5.929414749145508
1472689107,2016/09/01-09:18:27,107,-1.7443678379058838,-6.192624568939209,1.0839486122131348
1472689108,2016/09/01-09:18:28,108,-4.484149932861328,-3.225525140762329,1.9070796966552734
1472689109,2016/09/01-09:18:29,108,-9.097511291503906,-1.6773687601089478,1.179661512374878
1472689110,2016/09/01-09:18:30,108,-8.358129501342773,-3.036492109298706,-0.8542376756668091
1472689111,2016/09/01-09:18:31,109,-10.415956497192383,-3.7471601963043213,0.3661018908023834
1472689112,2016/09/01-09:18:32,109,-10.23888874053955,-2.4430718421936035,1.703689694404602
1472689113,2016/09/01-09:18:33,107,-11.662616729736328,-3.3882367610931396,2.1822540760040283
1472689114,2016/09/01-09:18:34,106,-13.73480224609375,-3.8333017826080322,2.5220348834991455
1472689115,2016/09/01-09:18:35,107,-9.650253295898438,-3.0005996227264404,1.8424735069274902
1472689116,2016/09/01-09:18:36,108,-13.694124221801758,-3.431307554244995,2.8426735401153564
1472689117,2016/09/01-09:18:37,109,-12.023933410644531,-2.641676187515259,2.9527432918548584
1472689118,2016/09/01-09:18:38,109,-12.136396408081055,-2.3306093215942383,2.68953275680542
1472689119,2016/09/01-09:18:39,110,-10.399208068847656,-2.029113531112671,2.847458839416504
1472689120,2016/09/01-09:18:40,109,-11.016555786132812,-0.8255237936973572,2.517249345779419
1472689121,2016/09/01-09:18:41,110,-12.720245361328125,-1.9908283948898315,3.4193434715270996
1472689122,2016/09/01-09:18:42,109,-13.311272621154785,-3.6083762645721436,3.706482172012329
1472689123,2016/09/01-09:18:43,109,-14.402400016784668,-1.0145567655563354,4.809573650360107
1472689124,2016/09/01-09:18:44,108,-14.476577758789062,-2.9694931507110596,2.4574286937713623
1472689125,2016/09/01-09:18:45,107,-12.043076515197754,-2.926422357559204,3.0101709365844727
1472689126,2016/09/01-09:18:46,107,-12.734601974487305,-2.266003131866455,3.1250264644622803
1472689127,2016/09/01-09:18:47,106,-7.168896198272705,-1.0504491329193115,3.397808313369751
1472689128,2016/09/01-09:18:48,107,-7.841279983520508,-3.1513471603393555,1.852044701576233
1472689129,2016/09/01-09:18:49,108,-7.781459331512451,-0.9188438653945923,4.4243292808532715
